category,level,outcome,outcome_level,n
CC389,1,DD13,4348,5
CC389,1,DD13,7590,5
CC389,1,DD13,4046,5
CC389,1,DD13,3626,5
CC389,1,DD13,2480,5
CC389,1,DD13,3214,5
CC389,1,DD13,4505,5
CC389,1,DD13,2735,5
CC389,1,DD13,3186,5
CC389,1,DD13,2330,5
CC389,1,DD13,2828,5
CC389,1,DD13,2088,5
CC389,1,DD13,3814,5
CC389,1,DD13,3738,5
CC389,1,DD13,1570,5
CC389,1,DD13,3318,5
CC389,1,DD13,2470,5
CC389,1,DD13,3296,5
CC389,1,DD13,1685,5
CC389,1,DD13,3696,5
CC389,1,DD13,3714,5
CC389,1,DD13,1450,5
CC389,1,DD13,2665,5
CC389,1,DD13,5084,5
CC389,1,DD13,500,5
CC389,1,DD13,5230,5
CC389,1,DD13,4406,5
CC389,1,DD13,4434,5
CC389,1,DD13,4148,5
CC389,1,DD13,4068,5
CC389,1,DD13,3325,5
CC389,1,DD13,2935,5
CC389,1,DD13,2351,5
CC389,1,DD13,3655,5
CC389,1,DD13,3888,5
CC389,1,DD13,4115,5
CC389,1,DD13,4740,5
CC389,1,DD13,3008,5
CC389,1,DD13,3955,5
CC389,1,DD13,4910,5
CC389,1,DD13,4124,5
CC389,1,DD13,1110,5
CC389,1,DD13,4104,5
CC389,1,DD13,3258,5
CC389,1,DD13,1901,5
CC389,1,DD13,3946,5
CC389,1,DD13,4206,5
CC389,1,DD13,4308,5
CC389,1,DD13,2936,5
CC389,1,DD13,4665,5
CC389,1,DD13,4466,5
CC389,1,DD13,3132,5
CC389,1,DD13,3406,5
CC389,1,DD13,3789,5
CC389,1,DD13,3264,5
CC389,1,DD13,4384,5
CC389,1,DD13,2578,5
CC389,1,DD13,4388,5
CC389,1,DD13,4105,5
CC389,1,DD13,4168,5
CC389,1,DD13,3752,5
CC389,1,DD13,2308,5
CC389,1,DD13,3568,5
CC389,1,DD13,4680,5
CC389,1,DD13,2915,5
CC389,1,DD13,4335,5
CC389,1,DD13,4506,5
CC389,1,DD13,3362,5
CC389,1,DD13,3166,5
CC389,1,DD13,4365,5
CC389,1,DD13,2602,5
CC389,1,DD13,3212,5
CC389,1,DD13,2380,5
CC389,1,DD13,2300,5
CC389,1,DD13,4436,5
CC389,1,DD13,3641,5
CC389,1,DD13,2928,5
CC389,1,DD13,3076,5
CC389,1,DD13,3335,5
CC389,1,DD13,1381,5
CC389,1,DD13,1120,5
CC389,1,DD13,1611,5
CC389,1,DD13,2197,5
CC389,1,DD13,1405,5
CC389,1,DD13,4390,5
CC389,1,DD13,2906,5
CC389,1,DD13,3894,5
CC389,1,DD13,4058,5
CC389,1,DD13,2855,5
CC389,1,DD13,4444,5
CC389,1,DD13,3392,5
CC389,1,DD13,2917,5
CC389,1,DD13,2414,5
CC389,1,DD13,4006,5
CC389,1,DD13,3905,5
CC389,1,DD13,3072,5
CC389,1,DD13,4062,5
CC389,1,DD13,2415,5
CC389,1,DD13,4476,5
